,class,tweet
14331,1,RT hoe get boyfriend swear hoe anymor bitch boyfriend eras happen
14332,1,RT today I told woman quintessenti embodi sexual feminin I drown pussi
14333,1,RT supp wigga
14334,1,RT go wrong loyal bitch
14335,1,RT needi clingi men I bitch issu
14336,1,RT kim k lil sister hoe
14337,1,RT I might ugli hoe trippin
14338,1,RT bro argu reject ass disney model bitch better go play food
14339,1,RT hoe get friendli bae
14340,2,RT No prob def good earli set energi tool If want tune less ho
14341,1,RT bitch love nigga got bitch
14342,1,RT I got bitch geekin sneakin cocaina cross custom
14343,1,RT come pussi go ass come ass go mouth way tell nobod
14344,2,RT bee met yanke lost It good day basebal
14345,1,RT thi bitch alway pocket
14346,1,RT know bitch mad like I wcw
14347,1,RT nah boa nigga wayn run mouth like hoe amp girl No hoe chill wi
14348,1,RT nigga jump brother said dre hood bitch 131st belong us imma go find bi
14349,1,RT sweat hoe come wit money
14350,1,RT grown men wear jersey grown men name forget fuck pom pom
14351,1,RT happi birthday littl ass cousin rememb I hope good one fag
14352,2,RT check homi sole sauc stuff miracl
14353,1,RT I flex turn take yo bitch fli town macin stackin readi get crackin aint tu
14354,1,RT I hate lie ass bitch
14355,2,RT muslim jihadi keep calm pjnet tcot tgdn ccot rednationris teaparti 2A nra
14356,1,RT I ugli worri hoe
14357,1,RT So gone look past fact bitch suck dick caus edg laid I swear hate bitch
14358,1,RT I bitch yaaa I thanggg
14359,1,RT bae lemm see phone dont hella hoe one sec
14360,1,RT bruh bitch booti flat muscular
14361,1,RT If I DM u announc timelin bitch I tryna fuck low
14362,1,RT If u messi bitch hell nawl cant rock w
14363,1,RT check watch n bitch said sometim
14364,1,RT rick jame bitch
14365,1,RT frontin ass bitch
14366,1,RT mama told look rich act poor n neva trip ona bitch dat ur gang
14367,1,RT sinc yungin bitch I nat nigga
14368,1,RT I love femal cop b sum hoe fuck da jake
14369,1,RT knwin I heard dat hoe chang
14370,1,RT u hoe
14371,1,RT spazz dude hoe line
14372,1,RT yea u know lil bitch stalk twitter nigga
14373,2,RT get attach peopl jump trash feel way
14374,1,RT ass bitch aaron hernandez girlfriend lie grand juri 29 time
14375,1,RT live home littl less like cheat ho
14376,1,RT aint get hoe come back room stay circu circu bruh
14377,2,RT oregon state WR popular 49er pick recent mock draft draft tracker
14378,1,RT ugliest bitch I ever seen
14379,2,RT hungov feel yyyyyeelllloooowwwwww dbh yellow
14380,1,RT im pregnant ass bitch matter fact ima slip step ass bitch
14381,2,RT It best thing ever drive past crowd peopl show see bandanna colour hair 5so shirt made
14382,0,RT swag fag sauc
14383,1,RT voic mail littl bitch ass nigga
14384,1,RT I need workout plan third bitch fuck miracl
14385,1,RT It matter I make spin bottl I invit hottest bitch play ladykil
14386,1,RT lol new kid school think take tetherbal bout show I get playground pussi baller
14387,1,RT mom brought mcdonald lunch I bitch
14388,1,RT today seem like good day ever bang bitch go ice cream
14389,1,RT I rather girl clingi hoe
14390,2,RT A portabl septic tank allllll peski feel
14391,1,RT If togeth like bitch I like bitch either
14392,1,RT If I want ex back believ I fuck go get ass I bout dig trash
14393,1,RT My hoe hoe wife mine wisebrethrenword
14394,0,RT At least say im crazi nigga gotta find bitch wild shoot ass
14395,1,RT care look better blue ivi north whatev celeb babi read kid book u simpl bitch
14396,1,RT dyke surround
14397,2,RT colorado lawmak consid nation 1st wind energi legisl protect bird amp bat
14398,2,RT neonic deadli bird like american kestrel bee ask take shelv ecow
14399,1,RT high flyer crr militia boner squad ball sack weiner FC anal browni
14400,2,RT bron pregam speech trash though lmao
14401,1,RT nigga love cuf hoe act surpris turn hoe
14402,1,RT real joke asid hoe I know coolest women I ever met
14403,1,RT yall good day amp bring bitch twitter
14404,2,RT Of rain shower amp weepi fog soft light amp cool touch wild wind carri music bird ceas soar feel
14405,1,RT ill fight Ya big daft cunt
14406,2,RT black american wors bho well research articl bound elicit cri uncl tom
14407,1,RT wow lmao bet ever come hous dirti bitch
14408,1,RT 12 lava cake bitch rtextralif
14409,2,RT fec may yank 1st amend guard drudg rest internet wiunion
14410,2,RT bae mean befor anyon els I think ghetto word babe babi
14411,1,RT 15 yeah scale one ten bitch
14412,1,RT Be smart pretti forev bitch
14413,1,RT I could never date someon goofi nobodi tryna date bland bore ass bitch
14414,1,RT If I ever offend im sorri sensit lil bitch
14415,1,RT karma bitch bitch
14416,1,RT No girl suck dick somehow dude get head dude fuck bad bitch yet ugli girl get pregnant
14417,1,RT let play game call stop lil bitch
14418,1,RT clock still time hoe
14419,1,RT nigga press pussi aint nothin instead worryin bitch fuckin dont u go get u munnaaaa
14420,1,RT find hoe section
14421,1,RT social network got bitch head like
14422,1,RT die bad bitch walk yo funer
14423,2,RT lifelong yanke fan put asid root interest return lost red sox world seri ring right owner
14424,1,RT realest bitch I know lol
14425,2,RT ltimahora El republicano charli baker elegido gobernador de massachusett election2014 apracecal
14426,1,RT femal think date pussi cute
14427,1,RT bitch lovin self enuff us juheard
14428,1,RT fresh razor blade goth bitch stock
14429,0,RT I hate nigga ask hoe nigga idfk
14430,1,RT bitch I bigger one I win
14431,1,RT A real bitch know gotta pluck dat nippl hair
14432,1,RT whi give birth bitch
14433,1,RT bitch get smart I look cute ratchet
14434,1,RT On twitter ho ju take pic ass somebodi smh
14435,1,RT life bitch slut would easi
14436,1,RT ladi full moon mean pussi power full effect yall better get dick tonnnnniiiiiiggggghhht
14437,1,RT peopl r retard think eat clean food day lose weight calori calori peopl
14438,1,RT uni suuuuck lolol suck bitch
14439,1,RT My bestfriend got jump like 6 7 dude n ur upset u pay fine gtfo bitch
14440,1,RT pussi wet gotta think thing cum fast like damn realli fail 6th grade
14441,2,RT would I look I feather instead fur would I abl eat bird feeder without get judg gla
14442,2,RT I accident ate firefli last night chew leav I found shame yellow glow mouth wa
14443,1,RT thi bitch seriou
14444,1,RT fuck joo must broke nigga heart stealin bitch hurt
14445,2,RT grate profound hospit volunt open home patient travel long distanc abo
14446,2,RT wen u look liek trash n sum1 complimentz u
14447,1,RT bro forreal beef someon handl damn self lil bitch bring peopl Be
14448,2,RT whi julia robert seem complet shock nomin hey julia gown jig emm
14449,2,RT great job yanke give brian cashman new contract hater wrong CC
14450,2,RT I think flat wrong blame brian cashman 2014 yanke
14451,2,RT work theori thi select race abort ban pass florida today excus redneck rep say
14452,1,RT smoke good weed bad bitch
14453,1,RT steal car fuckin yo bitch
14454,1,RT ugli bitch tell text
14455,1,RT first hoe sex man amp feel
14456,1,RT ratchet ass bitch nicki minaj smash UP boyfriend benz
14457,1,RT never trippin hoe
14458,1,RT hella bore laundri like bitch I sincer hate soul
14459,1,RT haha lml wrd nah de pussi shit lol
14460,1,RT lml se pasa de shunsha mi joda w ur bitch waaa
14461,2,RT A bird sing answer sing song maya angel poetri write
14462,1,RT rememb peopl boo one direct gaga none love bitch
14463,1,RT lmfao side bitch scoop daytim
14464,2,RT I feel play flappi bird
14465,1,RT keyair angel amp femal parti promot parti promot hoe amp angel bitch
14466,1,RT tell hoe NO sanctiti relationship gotta stop fuck woman
14467,1,RT iont got type bad bitch thing I like
14468,1,RT bitch legal ridin round like rambo
14469,2,RT fox new mock victim ray rice elev assault I think messag take stair ht
14470,1,RT So everyth u say ghetto u hadda associ jordan obviou
14471,1,RT I wanna get filthi rich amp nice big hous full bad bitch I could fuck anytim I want
14472,1,RT Id rather niggah
14473,1,RT pacer short pussi
14474,1,RT fuck I forgot wear belt feel like coon day
14475,2,RT rick scott refus To appear On debat stage becaus charli crist ha An illeg electron fan via
14476,1,RT I pussi
14477,1,RT everyon pray MY brother nothin wrong bitch lmaoo
14478,1,RT probabl ghetto piec shit noth better live
14479,1,RT occupyslu ima fuck white bitch slap choke said livestream interview w Fe
14480,1,RT bitch ass buut thaat bae kinda lol
14481,0,RT gee cracker racist term So tire race baiter
14482,2,RT peopl ghetto rise fight back whose side gaza
14483,1,RT chanc acid rapper soccer hackey sacker cocki khaki jacket jacker slap happi faggot slapper
14484,1,RT A nigga talk femal mouth ate pussi
14485,2,RT whitecultur think weav ratchet ghetto extens perfectli fine
14486,1,RT hoe actin
14487,1,RT bruh thank I start cum hoe scare
14488,1,RT I got deal low I know hoe lone fuck cuf season special
14489,1,RT We know bitch boy name luke
14490,1,RT We know bitch name natali
14491,2,RT I got gatorad twinki rice pud pringl cooki
14492,2,RT kissin small lip trash lol yessssss
14493,1,RT smh hoe like fuck actual loyal girl smh
14494,1,RT good riddanc bitch
14495,1,RT told yo bitch get knee I want sex
14496,1,RT I soft hoe dumb man
14497,1,RT fucc hoe dat I feel
14498,1,RT I tell freak bitch lie
14499,1,RT bitch alway upload pic famou coupl simpl shit like hold hand talkin bout want bitch r
14500,1,RT I turn bitch real quick
14501,2,RT I mean sometim eat carton doubl stuf oreo option
14502,1,RT bad bitch
14503,2,RT respons stori insid let self doubt crippl creativ amedit amwrit writetip
14504,2,RT parent phoenix say administr made son wear pink fairi wing first day high school
14505,2,RT men interrupt women quibbl irrelev issu sole purpos derail convers sa
14506,1,RT yeah fed jealou skinni bitch becam one
14507,2,RT bad monkey amazingtim
14508,1,RT Im done wast time I go cut bitch faster I blink
14509,1,RT I piss hoe
14510,1,RT take dad dinner watch nhl award sport bar dad I bitch LA king
14511,1,RT Do loyal bad bitch exist becaus I want one
14512,1,RT tweet never good enough guy mayb hoe
14513,1,RT fake bitch hahaha
14514,2,RT big bird spoken I weak I
14515,1,RT broke hoe 3 word face
14517,2,RT justic british seagul spray paint red thug bird abl fli anymor h
14518,1,RT I need hit lotteri yo work shit fuck bird
14519,1,RT I realis librari book overdu anyon look bad bitch
14520,1,RT Of cours day I nip shit hair amp wear scruffi favourit stolen hoodi best time bump
14521,2,RT I like asian struggl squinti eye everi pictur
14522,1,RT I sorri ya woman help financi unless ya wife hoe dumb
14523,1,RT took electr stim pussi eeek back 5 min
14524,2,RT charli crist say ocar great ccot tcot teaparti pjnet independ htt
14525,1,RT pussi
14526,1,RT got gay hoe
14527,1,RT thing houston austin gay 99 hoe wholesom bitch
14528,1,RT I bet beyonc pussi tast like fresh caramel appl
14529,1,RT give bitch amex gonna act like chilli snob tri go get cardigan
14530,1,RT gotta weak bitch let coupl tweet get charact
14531,1,RT dm wigga caus I even get follow back
14532,1,RT bye bitch im block u drew
14533,1,RT neymar fell like bitch
14534,1,RT ur wack bitch sell pussi 65 00 live mom homeless cut lie
14535,1,RT let write mom sinc I address amp let know daughter miami sell pussi 85
14536,1,RT next call immigr w I sex review amp ad bitch I warn lie I fact amp
14537,1,RT invit show lie pussi republican afraid want talk
14538,2,RT halloween candi corn bird
14539,0,RT I hate trailer trash
14540,1,RT ima make bitch
14541,1,RT would happi mani bitch would humbl would feel discontinu sale weav
14542,1,RT read lip bitch My mouth isnt workin
14543,1,RT nigga hoe bitch greedi
14544,1,RT I sure tweet protect karmic payback bitch
14545,0,RT well maryland bunch hate redneck anyway
14546,1,RT convo wit ex n remind ex smh idk even answerd bitch
14547,1,RT A dick sad life hi hair mess famili nut neighbor asshol best friend pussi
14548,2,RT If honk horn 4 second light turn green I shut car lay hood feed bird fo
14549,1,RT Yo mother dedic hoe rich homi tono feat childish miguelito amp young patti come soon sorry4thewait
14550,1,RT thi hoe want
14551,1,RT bitch ocean
14552,2,RT far right hero around rwnj D souza took twitter thanksgiv mock trayvon martin murder k
14553,0,RT brandon phelp hoe ass nigga wen I see I smack like da lil bitch 300
14554,2,RT 150 christian massacr By jihadi muslim slept includ pastor hi wife amp kid
14555,2,RT Oh torrenc I stand cheer lead squad I love pom pom I feed bon bon night
14556,1,RT bitch go sleep work morn lol ye master
14557,1,RT bitch someon bitch
14558,0,RT young cat draft nba today walk lotto ticket wait till nigga find pussi come
14559,1,RT thi bitch play much subway surfer
14560,1,RT noth russian support rebel surpris putin view obama pussi
14561,1,RT ona nigga I realli beat dat hoe
14562,1,RT mcm lil bitch
14563,1,RT A bird flew hotel room I rather get gangbang 10 mandingo 2 day straight experi
14564,1,RT omg serious bitch still love sosa
14565,1,RT start OZ end ride fo deep pull club like muthaufckin ho know
14566,1,RT kissin small lip trash lol trash
14567,1,RT thi beach bitch
14568,1,RT 5 year away legal drink age 14 year old pussi ahaha eat ice cream pussi bud
14569,1,RT Y makin nigga microwav dinner meanwhil eatin anoth bitch homemad dinner
14570,1,RT I hat I paint beard shit eat pussi grow one dawg quit tryin shortcut
